,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure,south_city
1255,2919,44,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Business/Repair svc,Sales,Nonunion,4.83,24,7,0.08,South & Central city
1256,2921,40,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,7.75,40,10,1.75,South & Not central city
1257,2925,40,Black,Single,Never married,0,Not college grad,South,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,2.82,30,5,1.33,South & Not central city
1258,2927,39,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Sales,NotMentioned,6.27,22,13,7.08,Not south & Not central city
1259,2932,38,White,Single,Has been married,16,College grad,South,SMSA,Not central city,Public administration,Professional/Technical,Nonunion,12.38,40,14,4.67,South & Not central city
1260,2934,37,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Union,11.61,40,18,6.92,Not south & Not central city
1261,2936,37,White,Single,Never married,18,College grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,10.32,45,18,7.92,Not south & Not central city
1262,2939,45,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,11.55,37,15,10.5,South & Not central city
1263,2940,41,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,12.38,40,17,6.33,South & Not central city
1264,2942,36,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,17.34,32,12,0.33,South & Central city
1265,2943,39,White,Single,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Union,8.56,38,12,11.83,South & Not central city
1266,2945,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,3.27,40,11,2.75,South & Not central city
1267,2946,44,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Personal services,Laborers,NotMentioned,4.48,56,6,1.17,South & Not central city
1268,2949,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.51,40,26,16.0,South & Not central city
1269,2951,34,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,4.42,35,8,3.75,South & Not central city
1270,2954,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.23,40,14,12.17,South & Not central city
1271,2955,36,White,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,7.15,35,12,11.17,South & Not central city
1272,2957,40,White,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,2.42,70,6,0.0,South & Not central city
1273,2958,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.03,30,12,1.83,South & Not central city
1274,2960,45,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,6.36,40,21,18.5,South & Not central city
1275,2967,45,White,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,10.84,40,19,5.92,South & Not central city
1276,2969,36,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Business/Repair svc,Professional/Technical,Nonunion,6.04,20,14,0.08,South & Not central city
1277,2971,42,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Construction,Sales,Nonunion,4.9,44,14,2.58,South & Not central city
1278,2972,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,5.22,40,13,6.33,South & Not central city
1279,2973,35,White,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,5.42,40,14,3.67,South & Not central city
1280,2976,35,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.22,40,3,1.25,South & Not central city
1281,2977,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,NotMentioned,33.5,48,11,0.92,South & Not central city
1282,2978,39,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.86,40,17,4.67,South & Not central city
1283,2979,38,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.62,40,17,3.33,South & Not central city
1284,2984,44,White,Single,Has been married,9,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,8.87,70,19,1.42,Not south & Central city
1285,2985,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.95,36,9,7.83,South & Not central city
1286,2988,35,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Union,9.29,40,12,3.92,South & Not central city
1287,2998,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,4.23,8,5,1.75,Not south & Not central city
1288,2999,37,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Construction,Sales,Nonunion,8.05,40,10,4.83,South & Not central city
1289,3000,42,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,5.43,48,17,17.33,South & Not central city
1290,3001,41,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Operatives,Union,7.75,40,18,14.17,South & Not central city
1291,3004,38,Black,Single,Has been married,8,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.83,40,15,8.42,South & Not central city
1292,3008,39,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.14,40,15,10.92,South & Not central city
1293,3015,37,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,10.03,40,19,18.75,Not south & Not central city
1294,3016,38,Black,Married,Has been married,16,College grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,14.71,40,14,10.42,South & Not central city
1295,3020,35,White,Single,Never married,16,College grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,10.62,35,15,10.92,South & Not central city
1296,3023,39,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,6.38,40,9,2.92,South & Not central city
1297,3026,36,Black,Single,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.7,40,18,0.0,South & Not central city
1298,3027,35,Black,Single,Never married,17,College grad,South,Not SMSA,Not central city,Professional services,Sales,NotMentioned,2.94,20,7,0.0,South & Not central city
1299,3028,41,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,2.79,40,13,9.83,South & Not central city
1300,3035,42,White,Married,Has been married,17,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,5.27,60,8,7.75,South & Central city
1301,3036,39,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,12.78,40,13,8.75,South & Not central city
1302,3037,35,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,4.65,1,6,0.67,South & Central city
1303,3038,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,NotMentioned,5.85,20,7,0.42,Not south & Not central city
1304,3040,39,Black,Single,Has been married,10,Not college grad,South,SMSA,Not central city,Manufacturing,Service,NotMentioned,3.5,40,15,15.0,South & Not central city
1305,3042,39,Black,Single,Never married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.83,40,17,14.0,South & Not central city
1306,3043,37,Black,Single,Never married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Professional/Technical,Union,16.48,40,19,8.5,South & Not central city
1307,3044,44,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.77,48,23,22.5,South & Not central city
1308,3045,43,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.54,48,20,5.5,South & Not central city
1309,3046,44,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,NotMentioned,4.41,35,13,9.42,South & Not central city
1310,3047,35,Black,Single,Never married,14,Not college grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,8.9,40,14,13.92,South & Not central city
1311,3048,38,Black,Single,Has been married,11,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Operatives,Union,2.7,40,12,9.83,South & Not central city
1312,3049,39,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,11.03,33,15,3.08,South & Central city
1313,3050,42,White,Married,Has been married,10,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,5.54,40,16,0.0,South & Not central city
1314,3052,39,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,4.65,40,12,2.83,South & Not central city
1315,3056,45,Black,Single,Has been married,9,Not college grad,South,SMSA,Central city,Manufacturing,Sales,Union,14.12,45,17,0.0,South & Central city
1316,3058,37,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Personal services,Sales,Nonunion,5.92,40,12,1.33,South & Not central city
1317,3059,40,White,Married,Has been married,17,College grad,South,SMSA,Central city,Ag/Forestry/Fisheries,Sales,Nonunion,10.63,7,14,1.33,South & Central city
1318,3060,42,Black,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.78,30,10,10.25,South & Not central city
1319,3061,42,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,7.0,42,9,6.83,South & Not central city
1320,3062,35,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.84,40,18,1.33,South & Central city
1321,3063,36,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,6.58,40,10,0.92,South & Not central city
1322,3065,34,White,Single,Never married,13,Not college grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,5.06,55,13,5.83,South & Not central city
1323,3066,44,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,10.26,40,16,11.42,South & Not central city
1324,3069,36,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,NotMentioned,5.97,28,9,1.58,South & Not central city
1325,3070,35,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Business/Repair svc,Sales,NotMentioned,3.72,20,14,2.58,South & Central city
1326,3072,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,NotMentioned,2.63,18,14,2.08,South & Not central city
1327,3073,36,White,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.07,37,11,5.17,South & Not central city
1328,3078,45,Black,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,16.5,35,12,8.42,Not south & Not central city
1329,3079,35,Black,Single,Never married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,3.29,40,14,13.75,South & Not central city
1330,3090,38,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,2.88,22,7,0.17,South & Not central city
1331,3095,38,Black,Married,Has been married,6,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.62,40,13,3.42,South & Not central city
1332,3096,35,Black,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.99,35,10,8.67,South & Not central city
1333,3097,42,Black,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.38,37,7,4.0,South & Not central city
1334,3098,37,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,NotMentioned,4.22,24,11,2.5,South & Not central city
1335,3099,44,Black,Single,Has been married,8,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.68,35,10,3.83,South & Not central city
1336,3106,39,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,4.03,30,16,10.33,South & Central city
1337,3107,36,Black,Single,Never married,9,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.06,40,11,11.0,South & Central city
1338,3108,39,Black,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Union,8.6,45,17,16.83,South & Central city
1339,3111,35,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,NotMentioned,4.32,40,2,0.33,South & Central city
1340,3114,43,Black,Single,Never married,14,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,9.07,40,16,6.58,Not south & Central city
1341,3115,41,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,3.74,40,19,18.33,South & Not central city
1342,3116,39,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,NotMentioned,7.53,65,6,2.17,Not south & Not central city
1343,3118,43,White,Married,Has been married,9,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Union,7.71,40,19,18.67,South & Not central city
1344,3119,41,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,9.76,40,27,8.33,South & Not central city
1345,3120,41,Black,Single,Has been married,9,Not college grad,South,Not SMSA,Not central city,Entertainment/Rec svc,Laborers,Nonunion,3.22,40,5,0.25,South & Not central city
1346,3122,44,Black,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,8.52,40,21,21.42,South & Not central city
1347,3127,38,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,10.67,45,20,2.92,South & Central city
1348,3132,35,White,Single,Has been married,16,College grad,South,Not SMSA,Not central city,Entertainment/Rec svc,Managers/Admin,Nonunion,9.44,41,17,17.0,South & Not central city
1349,3133,36,White,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,8.24,40,18,3.5,South & Not central city
1350,3135,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Sales,Nonunion,6.22,40,14,14.0,South & Central city
1351,3138,45,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Union,4.52,60,10,10.42,South & Central city
1352,3144,37,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,5.03,32,15,14.67,South & Central city
1353,3145,36,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.84,40,15,15.0,South & Central city
1354,3148,37,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Nonunion,2.82,40,9,5.33,South & Central city
1355,3151,41,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Personal services,Laborers,Nonunion,4.69,42,17,3.42,South & Central city
1356,3156,42,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,4.65,40,10,3.75,South & Central city
1357,3157,40,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,5.05,40,18,17.17,South & Not central city
1358,3158,38,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.03,40,10,1.08,South & Not central city
1359,3159,43,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,,Other,Union,13.02,40,12,5.42,Not south & Not central city
1360,3164,35,Black,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Nonunion,11.22,40,14,11.83,Not south & Not central city
1361,3166,44,Black,Married,Has been married,10,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,2.94,12,11,0.0,South & Not central city
1362,3169,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Personal services,Laborers,Nonunion,5.44,37,15,4.0,South & Not central city
1363,3170,39,White,Single,Has been married,9,Not college grad,South,Not SMSA,Not central city,Personal services,Laborers,Nonunion,3.66,55,14,2.83,South & Not central city
1364,3171,40,White,Single,Never married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,6.84,43,18,12.83,South & Not central city
1365,3172,40,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,15.48,35,19,19.08,Not south & Not central city
1366,3173,43,White,Single,Has been married,10,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.99,40,9,8.5,South & Not central city
1367,3174,40,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Laborers,NotMentioned,4.18,20,13,1.67,Not south & Not central city
1368,3175,40,White,Single,Never married,16,College grad,Not south,SMSA,Central city,Public administration,Professional/Technical,Nonunion,11.03,40,16,13.67,Not south & Central city
1369,3179,34,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,8.05,40,15,4.08,South & Not central city
1370,3181,36,White,Married,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,11.06,35,13,9.83,South & Not central city
1371,3182,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,6.04,40,20,16.33,South & Not central city
1372,3185,35,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,NotMentioned,7.36,40,9,0.75,South & Not central city
1373,3186,37,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Union,6.54,45,13,11.17,South & Central city
1374,3188,42,Black,Single,Never married,13,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,3.42,40,17,10.33,South & Not central city
1375,3189,37,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.63,48,11,3.42,South & Not central city
1376,3191,35,Black,Married,Has been married,9,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Nonunion,7.25,40,14,11.92,South & Central city
1377,3195,44,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.79,42,19,16.17,South & Not central city
1378,3197,37,Black,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,NotMentioned,2.09,24,13,10.33,South & Not central city
1379,3198,40,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,3.53,8,10,0.92,South & Not central city
1380,3199,37,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,1.15,35,4,0.0,South & Not central city
1381,3200,40,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,6.2,15,8,2.5,South & Not central city
1382,3202,38,White,Single,Has been married,15,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,8.58,45,15,0.92,South & Not central city
1383,3203,38,White,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,5.43,48,14,12.42,South & Not central city
1384,3204,45,White,Single,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,11.61,40,18,17.75,South & Not central city
1385,3205,38,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,4.23,40,14,4.75,South & Not central city
1386,3208,40,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,5.23,40,13,13.42,South & Not central city
1387,3209,36,Black,Single,Never married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.42,25,9,1.75,South & Not central city
1388,3211,36,Black,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,4.19,43,10,2.92,South & Not central city
1389,3212,42,Black,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,4.03,30,14,8.5,South & Not central city
1390,3214,42,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,5.07,40,17,0.0,South & Central city
1391,3215,44,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Personal services,Sales,Nonunion,3.89,20,9,8.92,South & Not central city
1392,3217,37,Black,Single,Has been married,13,Not college grad,South,SMSA,Central city,Transport/Comm/Utility,Operatives,Union,8.13,20,6,3.0,South & Central city
1393,3218,41,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,5.35,40,17,8.83,South & Not central city
1394,3219,38,White,Married,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Managers/Admin,Nonunion,11.77,50,13,5.17,Not south & Central city
1395,3222,44,Black,Single,Never married,17,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,8.94,52,20,20.33,South & Not central city
1396,3227,39,Black,Single,Has been married,9,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,NotMentioned,2.93,12,10,2.75,South & Not central city
1397,3228,36,Black,Single,Never married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Union,2.74,38,15,14.67,South & Not central city
1398,3229,44,White,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.9,40,2,0.83,South & Not central city
1399,3231,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.99,30,10,9.83,South & Not central city
1400,3232,35,White,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.16,45,17,12.58,South & Not central city
1401,3235,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,7.8,40,17,16.83,South & Not central city
1402,3236,43,Black,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.82,40,15,7.33,South & Not central city
1403,3238,39,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,NotMentioned,1.93,40,13,2.58,South & Not central city
1404,3239,36,Black,Single,Has been married,11,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.5,40,8,1.08,South & Not central city
1405,3240,38,Black,Single,Never married,10,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,3.02,40,9,3.67,South & Not central city
1406,3243,35,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,6.19,40,17,7.42,South & Not central city
1407,3245,34,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,2.87,35,9,2.67,South & Central city
1408,3246,43,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.08,40,6,2.17,South & Not central city
1409,3247,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,3.62,23,9,0.17,South & Not central city
1410,3248,45,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.1,25,4,1.58,South & Not central city
1411,3250,36,White,Single,Has been married,9,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,NotMentioned,40.2,40,4,1.83,Not south & Not central city
1412,3252,40,White,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,1.89,28,3,0.92,South & Not central city
1413,3253,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,NotMentioned,40.2,40,15,3.42,South & Not central city
1414,3255,42,White,Married,Has been married,17,College grad,South,SMSA,Not central city,Professional services,Other,Union,7.07,50,14,8.92,South & Not central city
1415,3256,39,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,4.13,45,12,7.42,South & Not central city
1416,3258,38,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Other,Union,6.81,50,17,5.83,South & Central city
1417,3259,35,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,6.97,40,7,4.5,South & Central city
1418,3260,38,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,,Other,Nonunion,2.93,10,5,1.42,South & Not central city
1419,3263,36,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,4.11,40,14,11.67,South & Not central city
1420,3264,36,White,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.4,40,10,7.33,South & Not central city
1421,3266,39,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.86,28,6,1.25,South & Not central city
1422,3268,40,Black,Married,Has been married,10,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,10.77,40,7,2.67,Not south & Central city
1423,3270,37,Black,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Public administration,Sales,NotMentioned,5.17,40,15,7.0,South & Not central city
1424,3276,42,Black,Married,Has been married,15,Not college grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,11.35,40,19,1.33,South & Central city
1425,3277,36,Black,Single,Has been married,16,College grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.81,40,13,0.67,South & Central city
1426,3278,39,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,4.55,40,10,1.83,South & Central city
1427,3280,36,Black,Single,Has been married,11,Not college grad,South,SMSA,Central city,Public administration,Sales,Union,4.98,40,6,2.25,South & Central city
1428,3281,35,Black,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,NotMentioned,8.36,40,10,0.33,South & Not central city
1429,3282,34,Black,Single,Has been married,17,College grad,South,SMSA,Central city,Business/Repair svc,Sales,Union,4.03,50,6,1.67,South & Central city
1430,3289,36,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,5.81,40,12,7.58,South & Not central city
1431,3290,44,White,Single,Has been married,13,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,8.95,45,16,3.0,South & Not central city
1432,3291,42,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,10.15,45,15,13.83,South & Not central city
1433,3292,40,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,6.19,40,18,5.5,South & Not central city
1434,3293,37,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.64,40,17,16.83,South & Not central city
1435,3294,43,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,5.64,20,13,5.75,South & Not central city
1436,3300,41,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,12.58,16,12,3.5,South & Not central city
1437,3303,40,White,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Construction,Sales,NotMentioned,4.18,48,7,0.17,South & Not central city
